lPlayer,rPlayer,lScore,rScore,lGames,rGames,datetime,id
Teteruk M.,Nadporozhskyi O.,-,-,[],[],06.01. 23:40,GUaaKnRg
Prokopenko D.,Tkachenko A.,-,-,[],[],06.01. 23:45,EZUSaz20
Bryzhevatyi O.,Kunchurov D.,-,-,[],[],06.01. 23:50,tCgIgauR
Volkov P.,Khandetsky S.,-,-,[],[],06.01. 23:55,QBm8T5Mc
Kapinus R.,Lazuryk D.,-,-,[],[],07.01. 00:00,6ZltLvZ1
Aleksandr G.,Shyriaiev V.,-,-,[],[],07.01. 00:05,vucYGSxh
Mishchenko V.,Dombrovskyi A.,-,-,[],[],07.01. 00:10,EaEJYc31
Koshkodan I.,Kolesnykov V.,-,-,[],[],07.01. 00:15,hQTWbfH6
Kochetkov O.,Ponomarenko O.,-,-,[],[],07.01. 00:20,ptbwkJmr
Pitsyk S.,Onischenko R.,-,-,[],[],07.01. 00:25,KYnCSPy4
Zhyrnov O.,Hrymovskyi O.,-,-,[],[],07.01. 00:30,KxwOqOB2
Khoroshun O.,Sydorenko A.,-,-,[],[],07.01. 00:35,M3nwGnhb
Teteruk M.,Yurkov A.,-,-,[],[],07.01. 00:40,hjDNXHI7
Skhabitskiy S.,Prokopenko D.,-,-,[],[],07.01. 00:45,nmTzbEWC
Stukalov V.,Hudushyn I.,-,-,[],[],07.01. 00:50,OWdslw3l
Yemelianov T.,Kasianyk N.,-,-,[],[],07.01. 00:55,YyiGRqiA
Aleksandr G.,Popov S.,-,-,[],[],07.01. 01:05,0fosF674
Koshkodan I.,Mytsyk A.,-,-,[],[],07.01. 01:15,0jXvcYoJ
Bryzhevatyi O.,Kochetkov O.,-,-,[],[],07.01. 01:20,IgdomcIf
Volkov P.,Pitsyk S.,-,-,[],[],07.01. 01:25,G0tLQ36G
Buianover H.,Shyriaiev V.,-,-,[],[],07.01. 01:35,UTkoEQMA
Tkachenko A.,Kolesnykov V.,-,-,[],[],07.01. 01:45,2eBNLHOJ
Stukalov V.,Kunchurov D.,-,-,[],[],07.01. 01:50,Wd0knHX0
Yemelianov T.,Khandetsky S.,-,-,[],[],07.01. 01:55,fiuPPNLM
Khoroshun O.,Aleksandr G.,-,-,[],[],07.01. 02:05,8KlkDpxH
Skhabitskiy S.,Koshkodan I.,-,-,[],[],07.01. 02:15,tnARKyvQ
Ponomarenko O.,Hudushyn I.,-,-,[],[],07.01. 02:20,ELkfoym7
Onischenko R.,Kasianyk N.,-,-,[],[],07.01. 02:25,OQqTOsyT
Sydorenko A.,Shyriaiev V.,-,-,[],[],07.01. 02:35,jqvfC4iN
Prokopenko D.,Kolesnykov V.,-,-,[],[],07.01. 02:45,CUdgGens
Bryzhevatyi O.,Stukalov V.,-,-,[],[],07.01. 02:50,hClbpe2D
Volkov P.,Yemelianov T.,-,-,[],[],07.01. 02:55,QZVfK1qp
Popov S.,Buianover H.,-,-,[],[],07.01. 03:05,4nrbBO6T
Mytsyk A.,Tkachenko A.,-,-,[],[],07.01. 03:15,jLecFF1m
Kochetkov O.,Hudushyn I.,-,-,[],[],07.01. 03:20,tSst9vuE
Pitsyk S.,Kasianyk N.,-,-,[],[],07.01. 03:25,8bLaJLbj
Hryshyn O.,Khomutovskiy Y.,-,-,[],[],07.01. 03:30,hUJrGhi5
Kostuk B.,Hnoievoi R.,-,-,[],[],07.01. 03:35,6gZmDjyO
Yakimenko S.,Goncharuk O.,-,-,[],[],07.01. 03:40,ppYiCAjU
Kolbasenko O.,Mrykh M.,-,-,[],[],07.01. 03:45,IX26VXjh
Kunchurov D.,Ponomarenko O.,-,-,[],[],07.01. 03:50,KItp8bfK
Khandetsky S.,Onischenko R.,-,-,[],[],07.01. 03:55,KYO3IuEd
Durduka O.,Uleshchenko A.,-,-,[],[],07.01. 04:00,niJnFC6B
Solomko R.,Kolesnik Y.,-,-,[],[],07.01. 04:05,b7CZykWE
Podolian A.,Semenets S.,-,-,[],[],07.01. 04:10,M59cXgMu
Petrushenko Y.,Nazarov A.,-,-,[],[],07.01. 04:15,dO1AUi6b
Poturidis G.,Gatsenko I.,-,-,[],[],07.01. 04:30,QsIjEWLH
Marchuk M.,Bondarenko S.,-,-,[],[],07.01. 04:35,xbBwy9oL
Mukhin V.,Kovalenko A.,-,-,[],[],07.01. 04:40,z9D1WDyn
Balbas F.,Mrykh M.,-,-,[],[],07.01. 04:45,SKutuFrO
Hryshyn O.,Uleshchenko A.,-,-,[],[],07.01. 05:00,YyDosPjc
Kostuk B.,Kolesnik Y.,-,-,[],[],07.01. 05:05,fZ5rzT0R
Yakimenko S.,Semenets S.,-,-,[],[],07.01. 05:10,pxOkUcU5
Kolbasenko O.,Petrushenko Y.,-,-,[],[],07.01. 05:15,6BvpvZcU
Gatsenko I.,Khomutovskiy Y.,-,-,[],[],07.01. 05:30,CSBktq63
Bondarenko S.,Hnoievoi R.,-,-,[],[],07.01. 05:35,drhAVn9r
Kovalenko A.,Goncharuk O.,-,-,[],[],07.01. 05:40,OSMgTHqC
Balbas F.,Nazarov A.,-,-,[],[],07.01. 05:45,rXFkaITu
Ivashkin O.,Vasiuk V.,-,-,[],[],07.01. 05:50,Qc6ETBL4
Durduka O.,Poturidis G.,-,-,[],[],07.01. 06:00,U36fu3L9
Solomko R.,Marchuk M.,-,-,[],[],07.01. 06:05,j5iEU6Ol
Podolian A.,Mukhin V.,-,-,[],[],07.01. 06:10,IkMcSyaI
Petrushenko Y.,Mrykh M.,-,-,[],[],07.01. 06:15,dzKgbxqn
Zholubak R.,Dukhovenko O.,-,-,[],[],07.01. 06:20,4l5ISVzB
Hryshyn O.,Gatsenko I.,-,-,[],[],07.01. 06:30,8f5bvNzG
Kostuk B.,Bondarenko S.,-,-,[],[],07.01. 06:35,ljAHTQwe
Yakimenko S.,Kovalenko A.,-,-,[],[],07.01. 06:40,WhQ1ReEO
Kolbasenko O.,Nazarov A.,-,-,[],[],07.01. 06:45,va9bcdbh
Bochkovskyi V.,Vasiuk V.,-,-,[],[],07.01. 06:50,YuBEgEcH
Poturidis G.,Uleshchenko A.,-,-,[],[],07.01. 07:00,2H42wsjM
Marchuk M.,Kolesnik Y.,-,-,[],[],07.01. 07:05,WEaMSpg1
Mukhin V.,Semenets S.,-,-,[],[],07.01. 07:10,Yc4pjuiP
Balbas F.,Petrushenko Y.,-,-,[],[],07.01. 07:15,Ik82dGDb
Ivashkin O.,Zholubak R.,-,-,[],[],07.01. 07:20,nqFIhYCN
Durduka O.,Khomutovskiy Y.,-,-,[],[],07.01. 07:30,GK86x15S
Solomko R.,Hnoievoi R.,-,-,[],[],07.01. 07:35,A5bQR487
Podolian A.,Goncharuk O.,-,-,[],[],07.01. 07:40,z7jCoaat
Nazarov A.,Mrykh M.,-,-,[],[],07.01. 07:45,CQM5ezT4
Bochkovskyi V.,Dukhovenko O.,-,-,[],[],07.01. 07:50,t6EMihST
Hryshyn O.,Poturidis G.,-,-,[],[],07.01. 08:00,M1oZXKDq
Kostuk B.,Marchuk M.,-,-,[],[],07.01. 08:05,bLi8jlo8
Yakimenko S.,Mukhin V.,-,-,[],[],07.01. 08:10,4teGpJEn
Balbas F.,Kolbasenko O.,-,-,[],[],07.01. 08:15,jHL9ffrB
Zholubak R.,Vasiuk V.,-,-,[],[],07.01. 08:20,rF0lmCzo
Durduka O.,Gatsenko I.,-,-,[],[],07.01. 08:30,0hpwXvTk
Solomko R.,Bondarenko S.,-,-,[],[],07.01. 08:35,xCjCk80E
Podolian A.,Kovalenko A.,-,-,[],[],07.01. 08:40,rXgKqwUh
Ivashkin O.,Dukhovenko O.,-,-,[],[],07.01. 08:50,KWqXBeDo
Uleshchenko A.,Khomutovskiy Y.,-,-,[],[],07.01. 09:00,8IqsWbrd
Kolesnik Y.,Hnoievoi R.,-,-,[],[],07.01. 09:05,I94tYuVt
Semenets S.,Goncharuk O.,-,-,[],[],07.01. 09:10,QeqPrcqa
Bochkovskyi V.,Zholubak R.,-,-,[],[],07.01. 09:20,bNryBFSi
Hryshyn O.,Durduka O.,-,-,[],[],07.01. 09:30,n9roVIc2
Kostuk B.,Solomko R.,-,-,[],[],07.01. 09:35,WC8pXapm
Yakimenko S.,Podolian A.,-,-,[],[],07.01. 09:40,xWnTsHb5
Dukhovenko O.,Vasiuk V.,-,-,[],[],07.01. 09:50,hpruAZsb
Poturidis G.,Khomutovskiy Y.,-,-,[],[],07.01. 10:00,js9RwB12
Mukhin V.,Goncharuk O.,-,-,[],[],07.01. 10:10,WhnXtyEB
Bochkovskyi V.,Ivashkin O.,-,-,[],[],07.01. 10:20,4Koq9gc4
Gatsenko I.,Uleshchenko A.,-,-,[],[],07.01. 10:30,4pDVxVG8
Bondarenko S.,Kolesnik Y.,-,-,[],[],07.01. 10:35,4Q6hVwFa
Kovalenko A.,Semenets S.,-,-,[],[],07.01. 10:40,AqoyteTH
Lisechko A.,Melashenko O.,-,-,[],[],07.01. 12:05,hAcVPTKT
Yushko R.,Polysynskyi M.,-,-,[],[],07.01. 12:35,fJqcLmTp
Sokoltsov Y.,Kobets V.,-,-,[],[],07.01. 13:05,WzTupX5o
Lisechko A.,Polysynskyi M.,-,-,[],[],07.01. 13:35,QkOFMCR3
Kuleshov G.,Balakiriev M.,-,-,[],[],07.01. 13:55,nDfNRkjH
Kobets V.,Melashenko O.,-,-,[],[],07.01. 14:05,4tNJLWtA
Kyilo V.,Khakhamidi P.,-,-,[],[],07.01. 14:25,bmbRQ95N
Yushko R.,Sokoltsov Y.,-,-,[],[],07.01. 14:35,b3MNKjdG
Shapoval A.,Balakiriev M.,-,-,[],[],07.01. 14:55,nqyl8DCA
Lisechko A.,Kobets V.,-,-,[],[],07.01. 15:05,Auki3OQr
Kuleshov G.,Kyilo V.,-,-,[],[],07.01. 15:25,QZZi7XRG
Sokoltsov Y.,Polysynskyi M.,-,-,[],[],07.01. 15:35,h4vd2rtk
Shapoval A.,Khakhamidi P.,-,-,[],[],07.01. 15:55,f9vd6isN
Yushko R.,Melashenko O.,-,-,[],[],07.01. 16:05,Wfw012ee
Kyilo V.,Balakiriev M.,-,-,[],[],07.01. 16:25,Yaw05BdT
Lisechko A.,Sokoltsov Y.,-,-,[],[],07.01. 16:35,0Us40MA1
Kuleshov G.,Khakhamidi P.,-,-,[],[],07.01. 16:55,vsGS0V4p
Yushko R.,Kobets V.,-,-,[],[],07.01. 17:05,vLt8atQ7
Shapoval A.,Kyilo V.,-,-,[],[],07.01. 17:25,hpKWakKj
Polysynskyi M.,Melashenko O.,-,-,[],[],07.01. 17:35,tQKjOP28
Khakhamidi P.,Balakiriev M.,-,-,[],[],07.01. 17:55,6m8EOYdi
Lisechko A.,Yushko R.,-,-,[],[],07.01. 18:05,vBwfNqIE
Shapoval A.,Kuleshov G.,-,-,[],[],07.01. 18:25,pv7INhCc
Sokoltsov Y.,Melashenko O.,-,-,[],[],07.01. 18:35,YXxbM3XK
Kobets V.,Polysynskyi M.,-,-,[],[],07.01. 19:05,COy2LNnR
Masko Y.,Boiko S.,3,0,"['11', '11', '11']","['7', '6', '7']",06.01. 14:35,hGdT5KEp
Trachuk V.,Treshchetka M.,3,2,"['8', '16', '11', '3', '11']","['11', '14', '7', '11', '6']",06.01. 14:15,UcVzPaLM
Boiko S.,Tsybulin S.,2,3,"['11', '3', '11', '5', '4']","['4', '11', '9', '11', '11']",06.01. 14:05,zyA1A06T
Kotov V.,Naumchuk M.,3,0,"['11', '11', '11']","['9', '9', '2']",06.01. 13:50,GfRWPu6G
Masko Y.,Shkurupii O.,2,3,"['13', '6', '11', '8', '8']","['11', '11', '3', '11', '11']",06.01. 13:35,dpBcBtiN
Prokhoruk I.,Trachuk V.,2,3,"['11', '4', '11', '8', '14']","['4', '11', '5', '11', '16']",06.01. 13:15,YVySQLjA
Cherevko R.,Boiko S.,3,2,"['11', '9', '11', '8', '11']","['9', '11', '2', '11', '9']",06.01. 13:05,v9GhCMyH
Kotov V.,Treshchetka M.,3,0,"['12', '11', '11']","['10', '9', '2']",06.01. 12:45,fuwOR1y4
Masko Y.,Tsybulin S.,3,0,"['11', '15', '17']","['7', '13', '15']",06.01. 12:35,0IHlD2MA
Trachuk V.,Naumchuk M.,3,2,"['11', '8', '11', '4', '11']","['7', '11', '8', '11', '2']",06.01. 12:15,SzjpopwI
Boiko S.,Shkurupii O.,3,1,"['11', '11', '5', '12']","['9', '9', '11', '10']",06.01. 12:10,6L1ym685
Prokhoruk I.,Treshchetka M.,2,3,"['11', '9', '11', '7', '6']","['5', '11', '5', '11', '11']",06.01. 11:45,lpitnQNB
Cherevko R.,Tsybulin S.,2,3,"['6', '11', '11', '4', '9']","['11', '6', '8', '11', '11']",06.01. 11:40,fobXmnga
Ovcharenko M.,Skachenko S.,3,1,"['4', '11', '14', '12']","['11', '8', '12', '10']",06.01. 10:35,8AasFOib
Sukovatiy I.,Yakovenko A.,3,0,"['11', '11', '12']","['5', '7', '10']",06.01. 10:35,6eIpEr74
Hordii A.,Kovalchuk N.,1,3,"['5', '11', '10', '8']","['11', '9', '12', '11']",06.01. 10:15,0hCFZRc8
Skachenko S.,Sukovatiy I.,2,3,"['5', '20', '7', '12', '4']","['11', '18', '11', '10', '11']",06.01. 09:55,QoAxG4xh
Ovcharenko M.,Alekseenko D.,0,3,"['8', '6', '9']","['11', '11', '11']",06.01. 09:50,neBYGpNo
Kovalchuk N.,Didukh V.,0,3,"['8', '9', '6']","['11', '11', '11']",06.01. 09:45,nkOXArL7
Guchok A.,Krysak A.,3,1,"['11', '7', '11', '12']","['9', '11', '9', '10']",06.01. 09:35,6swCaqhB
Alekseenko D.,Yakovenko A.,3,0,"['11', '11', '11']","['5', '6', '6']",06.01. 09:20,buIjh1po
Ovcharenko M.,Sukovatiy I.,3,0,"['11', '11', '11']","['0', '9', '9']",06.01. 09:15,dWVOdsxU
Hordii A.,Kushnir V.,2,3,"['10', '11', '11', '8', '16']","['12', '8', '9', '11', '18']",06.01. 09:05,8bPTBO51
Zdrobylko B.,Lohosha D.,3,0,"['11', '11', '11']","['5', '4', '4']",06.01. 09:05,Sjv80Px5
Skachenko S.,Alekseenko D.,0,3,"['11', '2', '9']","['13', '11', '11']",06.01. 08:50,E7tKcNMN
Ovcharenko M.,Yakovenko A.,3,0,"['12', '11', '11']","['10', '5', '6']",06.01. 08:40,04xGb37H
Hordii A.,Didukh V.,3,1,"['11', '11', '3', '11']","['5', '6', '11', '4']",06.01. 08:30,Sn8WC4je
Lohosha D.,Guchok A.,1,3,"['17', '5', '4', '7']","['15', '11', '11', '11']",06.01. 08:25,nuNA15Nb
Alekseenko D.,Sukovatiy I.,3,2,"['9', '9', '11', '11', '13']","['11', '11', '9', '6', '11']",06.01. 08:10,0ObTlSwg
Skachenko S.,Yakovenko A.,3,0,"['11', '11', '16']","['9', '7', '14']",06.01. 08:10,MXaPk8On
Kovalchuk N.,Kushnir V.,0,3,"['10', '7', '10']","['12', '11', '12']",06.01. 07:55,ld9SDpyk
Zdrobylko B.,Bosak V.,3,2,"['11', '9', '5', '11', '11']","['7', '11', '11', '1', '3']",06.01. 07:55,8lO62o8h
Kushnir V.,Didukh V.,1,3,"['11', '11', '6', '5']","['13', '8', '11', '11']",06.01. 07:20,fZ9OEQLr
Bosak V.,Krysak A.,1,3,"['5', '11', '7', '11']","['11', '5', '11', '13']",06.01. 07:15,ERO23Rhn
Lysak A.,Movin A.,3,0,"['11', '11', '11']","['6', '7', '6']",06.01. 07:00,C8B7fLol
Soloviov O.,Obidnyi O.,1,3,"['7', '7', '11', '8']","['11', '11', '9', '11']",06.01. 06:55,IoC3e1Ws
Hordii A.,Kovalchuk N.,3,1,"['13', '11', '12', '11']","['11', '13', '10', '7']",06.01. 06:45,lYQuNlE2
Zdrobylko B.,Guchok A.,2,3,"['11', '11', '6', '6', '7']","['7', '5', '11', '11', '11']",06.01. 06:45,0OKb47wt
Obidnyi O.,Lysak A.,3,1,"['11', '11', '4', '11']","['3', '8', '11', '8']",06.01. 06:25,GxQy0sOQ
Soloviov O.,Yarovoy V.,0,3,"['8', '9', '6']","['11', '11', '11']",06.01. 06:20,b1VW0N8K
Kovalchuk N.,Kushnir V.,3,2,"['11', '9', '11', '9', '12']","['4', '11', '7', '11', '10']",06.01. 06:10,IDIdJ6DR
Lohosha D.,Bosak V.,0,3,"['6', '6', '8']","['11', '11', '11']",06.01. 06:05,z1ghqO7U
Soloviov O.,Lysak A.,0,3,"['2', '10', '7']","['11', '12', '11']",06.01. 06:05,67rowKGD
Yarovoy V.,Movin A.,3,1,"['11', '8', '11', '11']","['7', '11', '5', '7']",06.01. 06:00,KAWS13gE
Soloviov O.,Movin A.,0,3,"['6', '11', '6']","['11', '13', '11']",06.01. 05:45,Qczwutn1
Hordii A.,Didukh V.,1,3,"['11', '5', '6', '8']","['9', '11', '11', '11']",06.01. 05:35,zkTiKnbL
Zdrobylko B.,Krysak A.,3,2,"['12', '8', '6', '11', '13']","['10', '11', '11', '5', '11']",06.01. 05:30,dAflp4hO
Obidnyi O.,Yarovoy V.,1,3,"['5', '12', '9', '3']","['11', '10', '11', '11']",06.01. 05:20,8MPsv017
Hordii A.,Kushnir V.,1,3,"['5', '11', '1', '7']","['11', '9', '11', '11']",06.01. 05:00,dbUmLSrF
Bosak V.,Guchok A.,3,0,"['11', '12', '11']","['7', '10', '9']",06.01. 04:55,4d5Kjl9t
Obidnyi O.,Movin A.,3,1,"['11', '7', '11', '11']","['8', '11', '9', '7']",06.01. 04:50,IXWUt2Hl
Yarovoy V.,Lysak A.,1,3,"['8', '11', '9', '7']","['11', '9', '11', '11']",06.01. 04:45,n7yZuMWf
Kovalchuk N.,Didukh V.,3,1,"['11', '3', '11', '11']","['9', '11', '8', '7']",06.01. 04:35,SOPqM8T8
Lohosha D.,Krysak A.,0,3,"['4', '6', '10']","['11', '11', '12']",06.01. 04:20,SWsi8GvE
Didukh V.,Kushnir V.,1,3,"['5', '11', '8', '9']","['11', '9', '11', '11']",06.01. 04:05,nTncb5y2
Maksimov S.,Gaevy N.,1,3,"['9', '8', '11', '9']","['11', '11', '9', '11']",05.01. 22:35,UDqyylPN
Kostiuk O.,Tsykhotskiy A.,2,3,"['6', '11', '13', '6', '17']","['11', '9', '11', '11', '19']",05.01. 22:30,lQlpcxim
Molochko A.,Tkachenko A.,2,3,"['13', '8', '11', '11', '6']","['15', '11', '6', '3', '11']",05.01. 22:20,bLiJrwxf
Cherevko R.,Shkurupii O.,3,2,"['11', '9', '12', '8', '11']","['9', '11', '10', '11', '9']",06.01. 15:05,6J0X4vUj
Prokhoruk I.,Naumchuk M.,3,2,"['9', '11', '11', '7', '11']","['11', '2', '1', '11', '7']",06.01. 15:15,QTG6Jwqp
Masko Y.,Cherevko R.,1,3,"['9', '11', '5', '5']","['11', '7', '11', '11']",06.01. 15:35,8OvGTN6i
Kotov V.,Prokhoruk I.,2,3,"['6', '4', '11', '11', '9']","['11', '11', '8', '6', '11']",06.01. 15:45,r5BBIcbj
Shkurupii O.,Tsybulin S.,1,1,"['11', '10', '0']","['9', '12', '0']",06.01. 16:05Abn,nFwKSsMc
Naumchuk M.,Treshchetka M.,3,1,"['11', '9', '11', '11']","['9', '11', '6', '9']",06.01. 16:15,MeAFHHDd
Vovk V.,Simonchuk D.,3,0,"['14', '11', '11']","['12', '6', '6']",06.01. 19:55,MX5CZOV4
Presnyakov M.,Kozhenkov I.,3,0,"['11', '11', '11']","['0', '8', '4']",06.01. 19:55,zud3uX8H
Kovalov O.,Shcherbak D.,2,3,"['10', '11', '11', '4', '10']","['12', '8', '8', '11', '12']",06.01. 20:30,KIOFYroB
Metla O.,Kovalenko Vi.,3,1,"['11', '7', '11', '11']","['3', '11', '4', '6']",06.01. 20:30,YPE6viON
Pismennyi Y.,Molochko A.,0,3,"['6', '4', '9']","['11', '11', '11']",06.01. 20:40,EP7fsgv5
Gavrilyuk O.,Khvysiuk A.,-,-,[],[],06.01. 20:45,vB7qWkPC
Krutko O.,Derypaska R.,-,-,[],[],06.01. 20:55,0IH3yo1h
Velchev A.,Kalinichenko V.,-,-,[],[],06.01. 20:55,hhEew7Wu
Maksiuta V.,Simonchuk D.,-,-,[],[],06.01. 21:00,6c9yYBf0
Kozyr I.,Marushchak V.,-,-,[],[],06.01. 21:05,SnEAwBwU
Tkachenko A.,Drobov D.,-,-,[],[],06.01. 21:10,hG6btDgB
Malashevsky V.,Chyzh P.,-,-,[],[],06.01. 21:20,hEBmV9vJ
Zemiantsev S.,Trofimov M.,-,-,[],[],06.01. 21:30,v9G7z5Gb
Zhuravlev A.,Moshynskyy O.,-,-,[],[],06.01. 21:30,WrDaxRon
Vovk V.,Kovalov O.,-,-,[],[],06.01. 21:35,EuOJX20H
Presnyakov M.,Kovalenko Vi.,-,-,[],[],06.01. 21:40,Ue0xZUoo
Belskyi O.,Molochko A.,-,-,[],[],06.01. 21:45,KpFKo8Vj
Pinchuk R.,Khvysiuk A.,-,-,[],[],06.01. 21:55,MooolOpb
Baranovskiy S.,Derypaska R.,-,-,[],[],06.01. 22:05,zJxGicij
Pyasta P.,Kalinichenko V.,-,-,[],[],06.01. 22:05,G86K2Nai
Maksiuta V.,Shcherbak D.,-,-,[],[],06.01. 22:10,hWMNWMFN
Marushchak V.,Kozhenkov I.,-,-,[],[],06.01. 22:15,6a4nqF9h
Pismennyi Y.,Tkachenko A.,-,-,[],[],06.01. 22:20,Ym32Ai8i
Gavrilyuk O.,Malashevsky V.,-,-,[],[],06.01. 22:30,0xpkmr04
Krutko O.,Zemiantsev S.,-,-,[],[],06.01. 22:40,lMtKjH6d
Velchev A.,Zhuravlev A.,-,-,[],[],06.01. 22:40,fa5O1sFc
Kovalov O.,Simonchuk D.,-,-,[],[],06.01. 22:45,A7HSVtVT
Metla O.,Kozyr I.,-,-,[],[],06.01. 22:50,pj3jrZOb
Belskyi O.,Drobov D.,-,-,[],[],06.01. 22:55,Cv269BNc
Pinchuk R.,Chyzh P.,-,-,[],[],06.01. 23:05,82qgn2FA
Baranovskiy S.,Trofimov M.,-,-,[],[],06.01. 23:15,2PU1F0qc
Pyasta P.,Moshynskyy O.,-,-,[],[],06.01. 23:15,lM4S01U3
Maksiuta V.,Kovalov O.,-,-,[],[],06.01. 23:20,CG3fR0wo
Presnyakov M.,Marushchak V.,-,-,[],[],06.01. 23:25,6DqLcEOo
Tkachenko A.,Molochko A.,-,-,[],[],06.01. 23:30,UFdB8Vx4
Malashevsky V.,Khvysiuk A.,-,-,[],[],06.01. 23:40,ngrcoMUG
Zemiantsev S.,Derypaska R.,-,-,[],[],06.01. 23:50,tGT5EKb3
Zhuravlev A.,Kalinichenko V.,-,-,[],[],06.01. 23:50,0d8WaLqA
Vovk V.,Shcherbak D.,-,-,[],[],06.01. 23:55,pl8uXV96
Kozyr I.,Kovalenko Vi.,-,-,[],[],07.01. 00:00,p4rPdYwh
Belskyi O.,Tkachenko A.,-,-,[],[],07.01. 00:05,86eF7khA
Pinchuk R.,Malashevsky V.,-,-,[],[],07.01. 00:15,UHX1ptpN
Baranovskiy S.,Zemiantsev S.,-,-,[],[],07.01. 00:25,8x02DvE9
Pyasta P.,Zhuravlev A.,-,-,[],[],07.01. 00:25,rLcyauaG
Maksiuta V.,Vovk V.,-,-,[],[],07.01. 00:30,QJixjpGo
Metla O.,Kozhenkov I.,-,-,[],[],07.01. 00:35,vRsTehgb
Pismennyi Y.,Drobov D.,-,-,[],[],07.01. 00:40,2TfJ697G
Gavrilyuk O.,Chyzh P.,-,-,[],[],07.01. 00:50,rLy6q0aT
Krutko O.,Trofimov M.,-,-,[],[],07.01. 01:00,nTb6CbTF
Velchev A.,Moshynskyy O.,-,-,[],[],07.01. 01:00,MBdubaEM
Shcherbak D.,Simonchuk D.,-,-,[],[],07.01. 01:05,vNetk4Vi
Presnyakov M.,Kozyr I.,-,-,[],[],07.01. 01:10,hUoXfC84
Belskyi O.,Pismennyi Y.,-,-,[],[],07.01. 01:15,E3bN5TMM
Pinchuk R.,Gavrilyuk O.,-,-,[],[],07.01. 01:25,00OXvK7p
Baranovskiy S.,Krutko O.,-,-,[],[],07.01. 01:35,tjbABIrM
Pyasta P.,Velchev A.,-,-,[],[],07.01. 01:35,jo1qcJTS
Metla O.,Marushchak V.,-,-,[],[],07.01. 01:45,zgyxfWNA
Drobov D.,Molochko A.,-,-,[],[],07.01. 01:50,dSmS4mxT
Chyzh P.,Khvysiuk A.,-,-,[],[],07.01. 02:00,viNyvvNj
Moshynskyy O.,Kalinichenko V.,-,-,[],[],07.01. 02:10,hfmBhwxp
Trofimov M.,Derypaska R.,-,-,[],[],07.01. 02:10,fg2EAxbS
Kovalenko Vi.,Kozhenkov I.,-,-,[],[],07.01. 02:20,EqztgjwH
Presnyakov M.,Metla O.,-,-,[],[],07.01. 02:55,M9ZqhAhN
Kozyr I.,Kozhenkov I.,-,-,[],[],07.01. 03:30,00YmiU7T
Marushchak V.,Kovalenko Vi.,-,-,[],[],07.01. 04:05,6sBGnlGp
Grela P.,Wiecek A.,1,3,"['4', '9', '11', '7']","['11', '11', '7', '11']",06.01. 21:05,4tPvdmuq
Husnik P.,Reitspies D.,0,3,"['11', '3', '12']","['13', '11', '14']",06.01. 21:45,vDWjgoP1
Bankosz M.,Soderlund H.,2,3,"['11', '10', '4', '11', '5']","['7', '12', '11', '8', '11']",06.01. 22:25,n5Eqe7fk
Konecny T.,Koldas T.,3,0,"['11', '11', '12']","['4', '8', '10']",06.01. 23:15,pjXnfR9e
Grela P.,Husnik P.,0,3,"['9', '9', '13']","['11', '11', '15']",06.01. 23:35,I3Vfh5v8
Bankosz M.,Reitspies D.,1,3,"['4', '6', '11', '7']","['11', '11', '8', '11']",07.01. 00:05,jiCmgTv8
Koldas T.,Wiecek A.,3,2,"['5', '11', '11', '7', '11']","['11', '8', '7', '11', '4']",07.01. 00:35,UsBihmfE
Konecny T.,Soderlund H.,3,2,"['7', '11', '9', '11', '11']","['11', '9', '11', '4', '9']",07.01. 01:15,O4Aei79K
Grela P.,Bankosz M.,2,3,"['14', '11', '5', '3', '6']","['12', '9', '11', '11', '11']",07.01. 01:55,x8EajROQ
Husnik P.,Wiecek A.,2,3,"['11', '9', '10', '11', '9']","['3', '11', '12', '8', '11']",07.01. 02:30,rkiSooXs
Konecny T.,Reitspies D.,1,3,"['8', '8', '11', '9']","['11', '11', '7', '11']",07.01. 03:25,MujWp5nl
Koldas T.,Soderlund H.,3,1,"['7', '12', '11', '11']","['11', '10', '9', '8']",07.01. 03:55,U5kzpP1f
Husnik P.,Bankosz M.,2,3,"['11', '6', '9', '11', '6']","['6', '11', '11', '8', '11']",07.01. 04:35,8dlvqqH0
Grela P.,Konecny T.,1,3,"['8', '8', '11', '5']","['11', '11', '9', '11']",07.01. 05:05,jLwqr3W6
Soderlund H.,Wiecek A.,3,1,"['11', '12', '11', '11']","['7', '14', '9', '4']",07.01. 05:35,4OsmsNoD
Koldas T.,Reitspies D.,0,3,"['9', '7', '7']","['11', '11', '11']",07.01. 06:15,IRVU56OD
Husnik P.,Konecny T.,0,3,"['8', '5', '10']","['11', '11', '12']",07.01. 21:00,dIUY4QwK
Grela P.,Koldas T.,1,3,"['11', '5', '8', '9']","['9', '11', '11', '11']",07.01. 21:35,EgPw4pgQ
Soderlund H.,Reitspies D.,0,3,"['9', '4', '9']","['11', '11', '11']",07.01. 22:10,G2B5a41s
Bankosz M.,Wiecek A.,3,1,"['11', '11', '10', '11']","['9', '8', '12', '9']",07.01. 22:45,APA9bOGm
Husnik P.,Koldas T.,1,3,"['8', '4', '11', '8']","['11', '11', '6', '11']",07.01. 23:30,MaEDcrWg
Grela P.,Soderlund H.,1,3,"['12', '5', '7', '3']","['10', '11', '11', '11']",08.01. 00:00,4O3Id2o0
